# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType
ENSG00000228452	RP5-994D16.9.1	antisense
ENSG00000228453	RP11-229A19.3.1	pseudogene
ENSG00000228463	AP006222.2.1	processed_transcript
ENSG00000228470	RP11-176D17.3.1	processed_transcript
ENSG00000228477	RP3-342P20.2.1	pseudogene
ENSG00000228502	EEF1A1P11	pseudogene
ENSG00000228504	RP4-586O15.1.1	lincRNA
ENSG00000228523	RP4-763G1.1.1	pseudogene
ENSG00000228525	RP5-1087E8.2.1	pseudogene
ENSG00000228526	RP3-510D11.1.1	lincRNA
ENSG00000228530	RP11-567B20.1.1	pseudogene
ENSG00000228536	RP11-392O17.1.1	lincRNA
ENSG00000228548	ITPKB-AS1	antisense
ENSG00000228549	RP11-108M9.3.1	antisense
ENSG00000228560	RP11-550P17.5.1	processed_transcript
ENSG00000228589	RP5-1053E7.1.1	pseudogene
ENSG00000228594	RP11-345P4.5.1	protein_coding
ENSG00000228606	RP11-574F21.2.1	antisense
ENSG00000228625	RP11-1B20.1.1	antisense
ENSG00000228626	RP11-495P10.9.1	pseudogene
ENSG00000228634	RP4-534N18.2.1	lincRNA
ENSG00000228646	RP11-554K11.1.1	pseudogene
ENSG00000228654	RP11-439A17.5.1	pseudogene
ENSG00000228664	RP11-416K24.1.1	pseudogene
ENSG00000228665	RP11-20O24.1.1	pseudogene
ENSG00000228682	RP11-439L8.3.1	lincRNA
ENSG00000228686	RP11-492I21.1.1	antisense
ENSG00000228687	RP3-419C19.3.1	pseudogene
ENSG00000228697	RP5-968D22.1.1	lincRNA
ENSG00000228703	RP5-1160K1.6.1	antisense
ENSG00000228729	RP11-211A18.2.1	pseudogene
ENSG00000228734	RP11-335E6.3.1	lincRNA
ENSG00000228750	RP11-242F24.1.1	lincRNA
ENSG00000228776	RP11-319C21.1.1	pseudogene
ENSG00000228792	RP11-354K1.2.1	antisense
ENSG00000228794	RP11-206L10.11.1	processed_transcript
ENSG00000228818	RP11-567G24.1.1	pseudogene
ENSG00000228823	RP11-293F5.8.1	pseudogene
ENSG00000228826	AL592494.4.1	lincRNA
ENSG00000228830	RP4-781K5.2.1	antisense
ENSG00000228838	RP4-784A16.2.1	antisense
ENSG00000228844	RP11-467I20.3.1	pseudogene
ENSG00000228852	RP11-57H12.5.1	antisense
ENSG00000228853	NEGR1-IT1	sense_intronic
ENSG00000228863	RP11-404F10.2.1	antisense
ENSG00000228879	RP11-439E19.6.1	pseudogene
ENSG00000228917	RP11-544M22.8.1	antisense
ENSG00000228918	GS1-122H1.2.1	processed_transcript
ENSG00000228929	RP11-159C21.4.1	pseudogene
ENSG00000228939	AKT3-IT1	sense_intronic
ENSG00000228940	RP11-348A7.1.1	pseudogene
ENSG00000228943	RP5-1053E7.2.1	pseudogene
ENSG00000228955	RP11-452J6.2.1	pseudogene
ENSG00000228971	RP11-286B14.1.1	lincRNA
ENSG00000228982	RP11-107G24.3.1	pseudogene
ENSG00000228988	RP4-677H15.4.1	antisense
ENSG00000229002	RP11-666A1.4.1	pseudogene
ENSG00000229010	RP5-979D14.1.1	pseudogene
ENSG00000229016	RP11-224O19.4.1	pseudogene
ENSG00000229020	AKR7A2P1	pseudogene
ENSG00000229021	AL591893.1.1	processed_transcript
ENSG00000229022	RP11-553N16.1.1	pseudogene
ENSG00000229032	RP11-91A18.1.1	pseudogene
ENSG00000229035	SPRR2C	pseudogene
ENSG00000229044	RP11-266K22.2.1	antisense
ENSG00000229051	RP5-952N6.1.1	processed_transcript
ENSG00000229052	RP11-386I23.1.1	pseudogene
ENSG00000229067	RP11-91I11.1.1	pseudogene
ENSG00000229101	TCEB1P20	pseudogene
ENSG00000229106	RP11-4M23.2.1	pseudogene
ENSG00000229112	RP11-690C23.3.1	pseudogene
ENSG00000229120	RP11-396D18.1.1	pseudogene
ENSG00000229133	RPS7P4	pseudogene
ENSG00000229162	RP11-84D1.1.1	antisense
ENSG00000229167	RP11-73M7.1.1	antisense
ENSG00000229191	RP11-168O16.1.1	processed_transcript
ENSG00000229201	RP5-827O9.1.1	lincRNA
ENSG00000229213	RP1-118J21.24.1	pseudogene
ENSG00000229220	RP11-47A17.2.1	pseudogene
ENSG00000229225	AL162400.1.1	lincRNA
ENSG00000229228	RP11-17H4.2.1	antisense
ENSG00000229239	RP11-223J15.2.1	pseudogene
ENSG00000229242	RP5-1111A8.3.1	antisense
ENSG00000229247	RP11-492M19.3.1	pseudogene
ENSG00000229255	RP11-407H12.8.1	antisense
ENSG00000229258	RP11-552D8.1.1	antisense
ENSG00000229259	RP11-395N6.2.1	pseudogene
ENSG00000229280	RP11-374C13.1.1	pseudogene
ENSG00000229283	RP5-1125M8.2.1	antisense
ENSG00000229291	RP4-580N22.2.1	lincRNA
ENSG00000229294	RP5-1044H5.1.1	processed_transcript
ENSG00000229305	RP11-431K24.2.1	pseudogene
ENSG00000229316	HMGB1P45	pseudogene
ENSG00000229332	RP11-575B7.2.1	pseudogene
ENSG00000229344	RP5-857K21.7.1	pseudogene
ENSG00000229348	HYI-AS1	antisense
ENSG00000229357	RP11-235D19.3.1	pseudogene
ENSG00000229359	PIN1P1	pseudogene
ENSG00000229367	HMGN2P19	pseudogene
ENSG00000229372	SZT2-AS1	antisense
ENSG00000229376	CICP3	pseudogene
ENSG00000229388	RP11-442N24__B.1.1	lincRNA
ENSG00000229393	RP3-395M20.3.1	antisense
ENSG00000229399	RP11-378J18.6.1	pseudogene
ENSG00000229400	RP11-3L21.2.1	antisense
ENSG00000229407	RP11-12M5.3.1	antisense
ENSG00000229420	BX571672.7.1	pseudogene
ENSG00000229431	RP1-92O14.6.1	antisense
ENSG00000229438	RP11-301M17.3.1	lincRNA
ENSG00000229440	RP5-1033K19.2.1	pseudogene
ENSG00000229444	RP11-184I16.4.1	antisense
ENSG00000229447	RP11-490K7.4.1	pseudogene
ENSG00000229463	LYST-IT2	sense_intronic
ENSG00000229484	RP5-888M10.2.1	lincRNA
ENSG00000229486	RP4-552O12.1.1	pseudogene
ENSG00000229505	RP4-682E18.1.1	pseudogene
ENSG00000229509	RP11-421E17.4.1	pseudogene
ENSG00000229519	RP11-58A11.2.1	pseudogene
ENSG00000229528	RP5-1066H13.4.1	antisense
ENSG00000229531	RP1-102G20.5.1	antisense
ENSG00000229537	RP11-5P4.1.1	lincRNA
ENSG00000229554	RPL21P24	pseudogene
ENSG00000229567	RP4-717I23.2.1	pseudogene
ENSG00000229570	GAPDHP58	pseudogene
ENSG00000229571	WI2-2994D6.2.1	protein_coding
ENSG00000229588	RP11-479J7.2.1	lincRNA
ENSG00000229595	RP5-1097F14.1.1	pseudogene
ENSG00000229607	RP5-1125N11.1.1	lincRNA
ENSG00000229612	SUMO1P2	pseudogene
ENSG00000229635	RP4-713B5.2.1	pseudogene
ENSG00000229636	KRT8P21	pseudogene
ENSG00000229639	RP3-380B4.1.1	lincRNA
ENSG00000229652	RP11-435P24.2.1	pseudogene
ENSG00000229657	RP11-494K3.2.1	pseudogene
ENSG00000229663	AL672296.1.1	pseudogene
ENSG00000229683	ASNSP5	pseudogene
ENSG00000229687	RP4-654H19.2.1	pseudogene
ENSG00000229691	RP11-21N7.2.1	antisense
ENSG00000229699	RP1-140J1.1.1	lincRNA
ENSG00000229703	XX-CR54.1.1	lincRNA
ENSG00000229713	RP1-43O17.1.1	pseudogene
ENSG00000229716	RP11-185B14.1.1	pseudogene
ENSG00000229724	OR2AQ1P	pseudogene
ENSG00000229739	RP11-295K2.3.1	antisense
ENSG00000229742	RP11-365O16.5.1	pseudogene
ENSG00000229747	RP11-567B20.2.1	pseudogene
ENSG00000229752	RP5-831K15.1.1	pseudogene
ENSG00000229757	RP4-738P11.4.1	pseudogene
ENSG00000229780	UBE2Q1-AS1	antisense
ENSG00000229785	RP3-332O11.1.1	pseudogene
ENSG00000229786	SNRPFP2	pseudogene
ENSG00000229795	RP11-293G6__A.3.1	pseudogene
ENSG00000229801	RP11-353N4.1.1	lincRNA
ENSG00000229808	RP11-456P18.2.1	pseudogene
ENSG00000229813	RP4-740C4.4.1	lincRNA
ENSG00000229815	CCNB1IP1P1	pseudogene
ENSG00000229820	RP1-308E4.1.1	pseudogene
ENSG00000229821	RP11-567E21.3.1	antisense
ENSG00000229828	RP11-94I2.1.1	pseudogene
ENSG00000229832	RP11-384C4.2.1	antisense
ENSG00000229840	ISCA1P2	pseudogene
ENSG00000229841	RP11-361K17.2.1	antisense
ENSG00000229842	RP5-837O21.4.1	pseudogene
ENSG00000229846	RP11-141A19.1.1	antisense
ENSG00000229849	RP11-393K10.1.1	pseudogene
ENSG00000229871	RP4-710M16.1.1	pseudogene
ENSG00000229874	RP11-312O7.2.1	antisense
ENSG00000229887	HNRNPA1P6	pseudogene
ENSG00000229895	RP4-655J12.3.1	antisense
ENSG00000229901	RP11-399E6.4.1	antisense
ENSG00000229905	RP11-206L10.4.1	lincRNA
ENSG00000229911	RP4-630J13.1.1	pseudogene
ENSG00000229913	RP11-378I13.1.1	antisense
ENSG00000229914	RP11-404O13.4.1	pseudogene
ENSG00000229930	RP11-504P24.5.1	pseudogene
ENSG00000229943	RP11-93N20.1.1	lincRNA
ENSG00000229952	RP6-74O6.3.1	lincRNA
ENSG00000229953	RP11-284F21.7.1	antisense
ENSG00000229956	ZRANB2-AS2	processed_transcript
ENSG00000229960	RP11-278H7.4.1	lincRNA
ENSG00000229961	RP11-71G12.1.1	lincRNA
ENSG00000229965	RP11-118H4.1.1	pseudogene
ENSG00000229978	RP13-221M14.3.1	pseudogene
ENSG00000229983	RP11-15I11.2.1	lincRNA
ENSG00000229985	RP11-40H20.5.1	pseudogene
ENSG00000229989	RP11-31E23.1.1	processed_transcript
ENSG00000229991	AKR1B1P1	pseudogene
ENSG00000229992	HMGB3P9	pseudogene
ENSG00000229994	RP4-765A10.1.1	pseudogene
ENSG00000230005	SNAP47-IT1	sense_intronic
ENSG00000230015	RP11-80B9.4.1	lincRNA
ENSG00000230019	YWHAQP9	pseudogene
ENSG00000230021	RP5-857K21.4.1	processed_transcript
ENSG00000230023	RP11-10N16.2.1	processed_transcript
ENSG00000230024	RP11-95P13.1.1	lincRNA
ENSG00000230026	RP11-382D8.5.1	pseudogene
ENSG00000230027	RP11-550H2.2.1	lincRNA
ENSG00000230035	RP11-174G17.1	antisense
ENSG00000230053	RP11-76N22.1.1	pseudogene
ENSG00000230063	RP11-384C4.6.1	sense_intronic
ENSG00000230068	CDC42-IT1	sense_intronic
ENSG00000230092	RP11-206L10.8.1	lincRNA
ENSG00000230114	RP11-141A19.2.1	antisense
ENSG00000230116	RP11-163G10.2.1	pseudogene
ENSG00000230124	RP5-1180C10.2.1	antisense
ENSG00000230138	RP11-117D22.2.1	lincRNA
ENSG00000230163	RP5-997D16.2.1	antisense
ENSG00000230175	RP11-466F5.3.1	pseudogene
ENSG00000230184	SMYD3-IT1	sense_intronic
ENSG00000230186	RP5-998N21.7.1	antisense
ENSG00000230199	RP11-331N16.1.1	pseudogene
ENSG00000230214	FTLP18	pseudogene
ENSG00000230220	RP4-652L8.1.1	sense_intronic
ENSG00000230228	RP11-4M23.4.1	pseudogene
ENSG00000230231	FMO7P	pseudogene
ENSG00000230239	RP11-108M9.2.1	antisense
ENSG00000230250	RP11-90C4.2.1	processed_transcript
ENSG00000230255	RP11-423O2.1.1	pseudogene
ENSG00000230260	RP11-75C23.1.1	antisense
ENSG00000230270	RP4-758J18.8.1	antisense
ENSG00000230272	RP11-296A18.7.1	antisense
ENSG00000230280	RP11-38O14.1.1	pseudogene
ENSG00000230285	RP11-290M5.2.1	lincRNA
ENSG00000230287	RP11-305E17.4.1	pseudogene
ENSG00000230318	RP11-302I18.2.1	pseudogene
ENSG00000230325	RP11-385F5.4.1	processed_transcript
ENSG00000230331	RP5-1068B5.1.1	pseudogene
ENSG00000230337	RP4-635E18.6.1	antisense
ENSG00000230363	RP4-737A23.3.1	lincRNA
ENSG00000230364	RP4-560B9.1.1	pseudogene
ENSG00000230368	FAM41C	lincRNA
ENSG00000230381	RP4-655J12.5.1	processed_transcript
ENSG00000230402	RP11-84O12.4.1	lincRNA
ENSG00000230404	RP5-855F14.2.1	lincRNA
ENSG00000230411	RP11-634B7.1.1	pseudogene
ENSG00000230415	RP5-902P8.10.1	processed_transcript
ENSG00000230424	RP1-43E13.2.1	antisense
ENSG00000230426	ERVMER61-1	lincRNA
ENSG00000230427	RP11-313A24.1.1	antisense
ENSG00000230434	RP11-14O19.1.1	lincRNA
ENSG00000230439	RP11-488P3.1.1	processed_transcript
ENSG00000230446	RP11-423O2.3.1	pseudogene
ENSG00000230451	RP5-1090E8.1.1	pseudogene
ENSG00000230461	RP11-478J18.1.1	antisense
ENSG00000230470	GS1-115G20.1.1	sense_intronic
ENSG00000230489	RP11-356N1.1.1	antisense
ENSG00000230498	RP4-706A16.2.1	antisense
ENSG00000230523	RP3-437I16.1.1	processed_transcript
ENSG00000230546	RP11-393I23.3.1	pseudogene
ENSG00000230547	HMGB1P11	pseudogene
ENSG00000230550	RP11-74C13.3.1	antisense
ENSG00000230576	RP11-438H8.3.1	pseudogene
ENSG00000230582	RP11-763B22.5.1	pseudogene
ENSG00000230585	PHBP12	pseudogene
ENSG00000230604	RP11-470H9.1.1	pseudogene
ENSG00000230610	AL929472.1	protein_coding
ENSG00000230615	RP5-1198O20.4.1	processed_transcript
ENSG00000230623	RP11-469A15.2.1	lincRNA
ENSG00000230628	RP4-781K5.6.1	lincRNA
ENSG00000230630	DNM3OS	antisense
ENSG00000230638	RP11-486B10.4.1	pseudogene
ENSG00000230659	RP11-466F5.9.1	pseudogene
ENSG00000230667	SETP18	pseudogene
ENSG00000230679	ENO1-AS1	antisense
ENSG00000230687	RP5-1114G22.2.1	lincRNA
ENSG00000230699	RP11-54O7.1.1	antisense
ENSG00000230703	RP11-293P20.4.1	antisense
ENSG00000230704	RP1-117P20.3.1	lincRNA
ENSG00000230714	RP11-152L7.1.1	lincRNA
ENSG00000230718	RP11-272L13.2.1	pseudogene
ENSG00000230721	RP4-612B15.2.1	pseudogene
ENSG00000230728	RP11-240D10.4.1	processed_transcript
ENSG00000230735	RP11-413E1.4.1	processed_transcript
ENSG00000230739	RP11-331H2.4.1	pseudogene
ENSG00000230748	RP11-541H12.1.1	pseudogene
ENSG00000230759	RP11-153F1.2.1	lincRNA
ENSG00000230768	RP11-251P6.1.1	lincRNA
ENSG00000230777	RP11-318C24.1.1	pseudogene
ENSG00000230779	RP1-140J1.4.1	pseudogene
ENSG00000230787	RP11-548C21.1.1	pseudogene
ENSG00000230798	RP4-792G4.2.1	antisense
ENSG00000230806	AL358175.1.1	processed_transcript
ENSG00000230812	RP4-794H19.4.1	lincRNA
ENSG00000230813	RP11-690C23.5.1	pseudogene
ENSG00000230817	RP4-601K24.1.1	lincRNA
ENSG00000230828	RP11-492I2.1.1	pseudogene
ENSG00000230832	RP11-325P15.2.1	pseudogene
ENSG00000230833	RP3-426I6.3.1	pseudogene
ENSG00000230841	RP5-915N17.3.1	pseudogene
ENSG00000230849	GOT2P2	pseudogene
ENSG00000230850	BX571672.1.1	processed_transcript
ENSG00000230863	RP4-595K12.2.1	pseudogene
ENSG00000230864	RP5-936J12.1.1	lincRNA
ENSG00000230880	AL583842.3.1	processed_transcript
ENSG00000230881	RP11-486B10.3.1	antisense
ENSG00000230896	RP11-767N6.7.1	processed_transcript
ENSG00000230898	RP11-9L18.3.1	sense_intronic
ENSG00000230921	HAO2-IT1	sense_intronic
ENSG00000230932	RP5-947P14.2.1	pseudogene
ENSG00000230937	MIR205HG	processed_transcript
ENSG00000230942	HMGN1P5	pseudogene
ENSG00000230946	RP4-549L20.2.1	pseudogene
ENSG00000230953	RP4-631H13.6.1	pseudogene
ENSG00000230955	RP11-109P14.10.1	antisense
ENSG00000230987	RP11-113I24.1.1	pseudogene
ENSG00000231020	RP11-357J22.1.1	pseudogene
ENSG00000231022	RP11-720G6.1.1	pseudogene
ENSG00000231029	RP3-455J7.3.1	pseudogene
ENSG00000231050	RP1-140A9.1.1	antisense
ENSG00000231057	RP11-122M14.1.1	antisense
ENSG00000231064	RP11-263K19.4.1	antisense
ENSG00000231072	GAPDHP64	pseudogene
ENSG00000231073	RP11-316M1.3.1	antisense
ENSG00000231080	RP11-342H21.2.1	antisense
ENSG00000231084	CTA-253N17.1.1	pseudogene
ENSG00000231090	RP11-101C11.1.1	processed_transcript
ENSG00000231095	GYG1P3	pseudogene
ENSG00000231100	RP11-740C1.2.1	pseudogene
ENSG00000231103	RP5-845O24.3.1	pseudogene
ENSG00000231105	RP5-1071N3.1.1	antisense
ENSG00000231128	RP5-1073O3.2.1	antisense
ENSG00000231163	AL121980.1.1	antisense
ENSG00000231175	RP11-463J7.2.1	processed_transcript
ENSG00000231176	RP4-811H24.10.1	antisense
ENSG00000231181	RP13-15M17.1.1	pseudogene
ENSG00000231182	RP11-423O2.7.1	lincRNA
ENSG00000231196	RP11-495P10.8.1	lincRNA
ENSG00000231199	MTND5P19	pseudogene
ENSG00000231207	RP1-144C9.2.1	pseudogene
ENSG00000231219	RP11-219C24.8.1	pseudogene
ENSG00000231229	RP6-239D12.1.1	antisense
ENSG00000231237	OR6K1P	pseudogene
ENSG00000231246	RP5-965F6.2.1	lincRNA
ENSG00000231251	RP3-357I16.1.1	pseudogene
ENSG00000231252	RP11-436K8.1.1	lincRNA
ENSG00000231267	RP11-666A1.2.1	pseudogene
ENSG00000231269	MIR137HG	processed_transcript
ENSG00000231272	RP4-799P18.4.1	sense_intronic
ENSG00000231289	BX571672.6.1	pseudogene
ENSG00000231296	RP1-39G22.4.1	pseudogene
ENSG00000231333	RPL34P1	pseudogene
ENSG00000231344	RP3-426I6.2.1	pseudogene
ENSG00000231346	RP5-836N10.1.1	lincRNA
ENSG00000231349	RP11-444C12.1.1	pseudogene
ENSG00000231353	RP11-5P18.3.1	pseudogene
ENSG00000231360	AL592284.1	protein_coding
ENSG00000231363	RP11-148B18.1.1	lincRNA
ENSG00000231364	RP11-413G15.1.1	lincRNA
ENSG00000231365	RP11-418J17.1.1	antisense
ENSG00000231378	RP11-64I24.2.1	pseudogene
ENSG00000231407	RP11-576I22.2.1	antisense
ENSG00000231413	RP11-193P11.3.1	lincRNA
ENSG00000231416	RP11-422P24.9.1	pseudogene
ENSG00000231424	RP1-45C12.1.1	antisense
ENSG00000231429	AL358175.2.1	lincRNA
ENSG00000231434	RP11-144L1.8.1	pseudogene
ENSG00000231437	RP11-88H9.1.1	processed_transcript
ENSG00000231440	RP11-467I20.6.1	sense_intronic
ENSG00000231448	RP11-763B22.9.1	pseudogene
ENSG00000231468	PRDX3P2	pseudogene
ENSG00000231485	RP4-535B20.1.1	lincRNA
ENSG00000231507	RP11-134P9.3.1	lincRNA
ENSG00000231510	RP11-542C10.1.1	lincRNA
ENSG00000231512	RP11-261C10.2.1	lincRNA
ENSG00000231529	RP11-410C4.4.1	lincRNA
ENSG00000231547	RP11-38O14.6.1	pseudogene
ENSG00000231551	RP11-495P10.1.1	processed_transcript
ENSG00000231563	RP11-245P10.4.1	antisense
ENSG00000231564	EIF4A1P11	pseudogene
ENSG00000231581	RP5-997D24.5.1	antisense
ENSG00000231582	RP11-293G6__B.4.1	pseudogene
ENSG00000231586	RP11-25K21.5.1	pseudogene
ENSG00000231599	RP11-445P19.1.1	lincRNA
ENSG00000231605	RP11-277B15.2.1	antisense
ENSG00000231606	RP11-344F13.1.1	lincRNA
ENSG00000231612	RP11-522M21.3.1	antisense
ENSG00000231613	RP5-943J3.1.1	sense_intronic
ENSG00000231615	RP11-296O14.2.1	pseudogene
ENSG00000231622	RP4-700A9.1.1	pseudogene
ENSG00000231630	RP11-740P5.3.1	lincRNA
ENSG00000231634	RP4-590F24.2.1	pseudogene
ENSG00000231648	RP11-372M18.2.1	lincRNA
ENSG00000231663	RP5-827C21.4.1	antisense
ENSG00000231666	RP11-404O13.1.1	lincRNA
ENSG00000231671	RP11-157N3.1.1	lincRNA
ENSG00000231684	RP11-416K24.2.1	pseudogene
ENSG00000231691	RP11-203F10.5.1	antisense
ENSG00000231700	RP11-367J7.4.1	pseudogene
ENSG00000231702	RP11-54O7.10.1	pseudogene
ENSG00000231709	RP5-857K21.1.1	lincRNA
ENSG00000231714	RP11-476H20.1.1	lincRNA
ENSG00000231718	RP11-382E9.1.1	processed_transcript
ENSG00000231730	RP4-657D16.3.1	antisense
ENSG00000231734	BX284650.2.1	processed_transcript
ENSG00000231740	RP11-63G10.2.1	lincRNA
ENSG00000231752	EMBP1	pseudogene
ENSG00000231767	MIR4426	pseudogene
ENSG00000231768	RP5-855F14.1.1	lincRNA
ENSG00000231779	RP4-594I10.2.1	processed_transcript
ENSG00000231789	RP11-558F24.4.1	processed_transcript
ENSG00000231791	RP11-382D12.1.1	lincRNA
ENSG00000231792	RP5-1198E17.1.1	lincRNA
ENSG00000231813	RP11-474I16.1.1	antisense
ENSG00000231814	LINC00210	lincRNA
ENSG00000231816	RP4-782L23.1.1	lincRNA
ENSG00000231827	RP11-216N14.5.1	pseudogene
ENSG00000231835	RP4-677H15.2.1	antisense
ENSG00000231837	RPS7P2	pseudogene
ENSG00000231849	RP11-238O13.1.1	pseudogene
ENSG00000231866	RP4-631H13.4.1	pseudogene
ENSG00000231868	RP1-202O8.2.1	antisense
ENSG00000231871	RP11-90L20.3.1	antisense
ENSG00000231877	RP11-177F15.1.1	processed_transcript
ENSG00000231900	GOT2P1	pseudogene
ENSG00000231905	SETP10	pseudogene
ENSG00000231940	RPS7P3	pseudogene
ENSG00000231949	RP4-591L5.2.1	lincRNA
ENSG00000231953	RP4-706G24.1.1	antisense
ENSG00000231966	RP11-12M5.4.1	lincRNA
ENSG00000231978	RP11-132G19.3.1	pseudogene
ENSG00000231979	RP11-35L17.3.1	lincRNA
ENSG00000231984	RP11-2L13.1.1	pseudogene
ENSG00000231985	RP11-82L20.1.1	antisense
ENSG00000231987	RP5-898J17.1.1	lincRNA
ENSG00000231992	RP11-57H12.2.1	processed_transcript
ENSG00000231996	RP4-581O6.1.1	pseudogene
ENSG00000231999	RP5-1007M22.2.1	antisense
ENSG00000232015	RP11-181C21.6.1	pseudogene
ENSG00000232022	RP5-1109J22.1.1	pseudogene
ENSG00000232027	RP11-275F13.3.1	pseudogene
ENSG00000232036	GS1-115G20.2.1	pseudogene
ENSG00000232037	RP11-26H16.1.1	pseudogene
ENSG00000232048	RP5-817C23.1.1	pseudogene
ENSG00000232059	RP11-173A6.2.1	pseudogene
ENSG00000232077	RP11-452J13.1.1	lincRNA
ENSG00000232085	RP11-261C10.4.1	antisense
ENSG00000232093	RP11-307C12.11.1	antisense
ENSG00000232096	GS1-122H1.3.1	pseudogene
ENSG00000232100	RP11-152L7.2.1	lincRNA
ENSG00000232113	RP11-360D2.1.1	antisense
ENSG00000232134	RP11-544K18.2.1	pseudogene
ENSG00000232148	FMO11P	pseudogene
ENSG00000232151	RP11-277L2.2.1	processed_transcript
ENSG00000232154	RP11-193H5.5.1	pseudogene
ENSG00000232166	RP4-799P18.5.1	pseudogene
ENSG00000232175	RP4-659I19.1.1	pseudogene
ENSG00000232184	RP11-370K11.1.1	processed_transcript
ENSG00000232185	RP11-710N8.2.1	pseudogene
ENSG00000232188	RP11-312J18.6.1	lincRNA
ENSG00000232192	RP11-62I21.1.1	antisense
ENSG00000232194	RP1-313L4.3.1	antisense
ENSG00000232198	RP4-633H17.2.1	pseudogene
ENSG00000232208	RP3-477M7.5.1	pseudogene
ENSG00000232212	RP11-398M15.1.1	lincRNA
ENSG00000232215	RP11-430I15.4.1	pseudogene
ENSG00000232222	RP3-434O14.8.1	processed_transcript
ENSG00000232223	CNN2P10	pseudogene
ENSG00000232236	RP11-302M6.4.1	antisense
ENSG00000232237	RP5-894H24.3.1	pseudogene
ENSG00000232240	RP5-1125M8.3.1	pseudogene
ENSG00000232245	RP4-705F19.1.1	lincRNA
ENSG00000232246	RP11-233E12.3.1	pseudogene
ENSG00000232261	RP4-560B9.5.1	pseudogene
ENSG00000232265	XXyac-YX155B6.5.1	lincRNA
ENSG00000232273	FTH1P1	pseudogene
ENSG00000232274	BX571672.2.1	lincRNA
ENSG00000232279	GS1-204I12.1.1	lincRNA
ENSG00000232284	RP11-518D3.1.1	processed_transcript
ENSG00000232296	RP11-510N19.2.1	pseudogene
ENSG00000232298	RP11-10N16.3.1	antisense
ENSG00000232309	GS1-122H1.1.1	lincRNA
ENSG00000232335	RP11-435D7.3.1	antisense
ENSG00000232336	BX571672.3.1	lincRNA
ENSG00000232341	RP11-54B9.2.1	pseudogene
ENSG00000232347	RP11-488L18.8.1	processed_transcript
ENSG00000232366	VDAC1P9	pseudogene
ENSG00000232369	RP5-882O7.4.1	pseudogene
ENSG00000232372	RP11-504P24.2.1	pseudogene
ENSG00000232393	RP5-924G13.2.1	pseudogene
ENSG00000232423	PRAMEF6	protein_coding
ENSG00000232436	RP11-103C3.1.1	lincRNA
ENSG00000232450	RP4-730K3.3.1	pseudogene
ENSG00000232453	RP4-794H19.1.1	lincRNA
ENSG00000232456	RP11-5P18.10.1	pseudogene
ENSG00000232463	RP11-195C7.2.1	pseudogene
ENSG00000232467	RP11-735A5.1.1	pseudogene
ENSG00000232480	RP11-224O19.2.1	antisense
ENSG00000232482	RP4-654C18.1.1	pseudogene
ENSG00000232498	RP5-1011O1.2.1	antisense
ENSG00000232499	RP11-512F24.1.1	pseudogene
ENSG00000232514	RP11-329A14.2.1	pseudogene
ENSG00000232519	RP11-29H23.4.1	antisense
ENSG00000232527	RP11-14N7.2.1	lincRNA
ENSG00000232536	RP11-74C1.4.1	processed_transcript
ENSG00000232537	RP11-385M4.1.1	lincRNA
ENSG00000232542	DPYD-IT1	sense_intronic
ENSG00000232551	RP11-233E12.2.1	pseudogene
ENSG00000232557	RP11-4M23.3.1	sense_intronic
ENSG00000232558	KCND3-IT1	sense_intronic
ENSG00000232571	BX004987.2.1	pseudogene
ENSG00000232586	RP11-46A10.4.1	processed_transcript
ENSG00000232596	RP1-37J18.2.1	lincRNA
ENSG00000232621	C4BPAP2	pseudogene
ENSG00000232622	RP11-484D4.3.1	pseudogene
ENSG00000232626	RP11-175B9.2.1	pseudogene
ENSG00000232628	RP11-365O16.3.1	sense_intronic
ENSG00000232637	WI2-3658N16.1.1	protein_coding
ENSG00000232650	RP5-834N19.1.1	lincRNA
ENSG00000232663	RP3-477M7.6.1	pseudogene
ENSG00000232671	RP11-126K1.2.1	protein_coding
ENSG00000232672	RP4-706L14.2.1	pseudogene
ENSG00000232676	ADH5P2	pseudogene
ENSG00000232678	SPTLC1P4	pseudogene
ENSG00000232679	RP11-400N13.3.1	lincRNA
ENSG00000232686	ARID4B-IT1	sense_intronic
ENSG00000232689	RP11-561I11.3.1	sense_intronic
ENSG00000232694	XX-CR54.3.1	processed_transcript
ENSG00000232714	MTND3P8	pseudogene
ENSG00000232721	RP11-403I13.5.1	processed_transcript
ENSG00000232745	ANKRD20A14P	pseudogene
ENSG00000232750	RP11-177A2.5.1	pseudogene
ENSG00000232751	RP11-296O14.1.1	pseudogene
ENSG00000232752	RP5-837O21.5.1	pseudogene
ENSG00000232753	RP11-347K2.1.1	lincRNA
ENSG00000232762	RP4-784A16.4.1	antisense
ENSG00000232768	RP11-201O14.2.1	pseudogene
ENSG00000232780	RP5-871G17.5.1	pseudogene
ENSG00000232791	OR11I1P	pseudogene
ENSG00000232792	FTH1P25	pseudogene
ENSG00000232793	RP11-62I21.2.1	pseudogene
ENSG00000232809	VDAC1P10	pseudogene
ENSG00000232811	RP11-96K19.2.1	antisense
ENSG00000232812	RP11-459K23.2.1	lincRNA
ENSG00000232824	RP11-401A10.2.1	pseudogene
ENSG00000232825	RP5-896L10.1.1	processed_transcript
